signal_date,ticker,holding_days,status,message
2026-08-20,7818.T,60,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-08-27,1982.T,20,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-08-27,1982.T,40,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-08-27,1982.T,50,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-08-27,1982.T,60,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-08-29,1982.T,20,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-08-29,1982.T,40,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-08-29,1982.T,50,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-08-29,1982.T,60,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-09-01,1377.T,20,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-09-01,1377.T,40,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-09-01,1377.T,50,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-09-01,1377.T,60,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-09-04,1982.T,20,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-09-04,1982.T,40,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-09-04,1982.T,50,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-09-04,1982.T,60,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-09-14,6345.T,10,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-09-14,6345.T,20,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-09-14,6345.T,40,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-09-14,6345.T,50,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-09-14,6345.T,60,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-09-15,9041.T,10,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-09-15,9041.T,20,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-09-15,9041.T,40,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-09-15,9041.T,50,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-09-15,9041.T,60,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-09-16,7818.T,5,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-09-16,7818.T,10,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-09-16,7818.T,20,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-09-16,7818.T,40,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-09-16,7818.T,50,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-09-16,7818.T,60,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-09-16,8771.T,5,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-09-16,8771.T,10,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-09-16,8771.T,20,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-09-16,8771.T,40,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-09-16,8771.T,50,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-09-16,8771.T,60,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-09-18,4290.T,5,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-09-18,4290.T,10,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-09-18,4290.T,20,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-09-18,4290.T,40,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-09-18,4290.T,50,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-09-18,4290.T,60,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-09-24,3093.T,5,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-09-24,3093.T,10,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-09-24,3093.T,20,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-09-24,3093.T,40,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-09-24,3093.T,50,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-09-24,3093.T,60,OPEN_INSUFFICIENT_DAYS,fixed holding period cannot yet be evaluated
2026-09-25,3964.T,5,NO_NEXT_TRADING_DAY,fixed holding period cannot yet be evaluated
2026-09-25,3964.T,10,NO_NEXT_TRADING_DAY,fixed holding period cannot yet be evaluated
2026-09-25,3964.T,20,NO_NEXT_TRADING_DAY,fixed holding period cannot yet be evaluated
2026-09-25,3964.T,40,NO_NEXT_TRADING_DAY,fixed holding period cannot yet be evaluated
2026-09-25,3964.T,50,NO_NEXT_TRADING_DAY,fixed holding period cannot yet be evaluated
2026-09-25,3964.T,60,NO_NEXT_TRADING_DAY,fixed holding period cannot yet be evaluated
2026-09-25,7956.T,5,NO_NEXT_TRADING_DAY,fixed holding period cannot yet be evaluated
2026-09-25,7956.T,10,NO_NEXT_TRADING_DAY,fixed holding period cannot yet be evaluated
2026-09-25,7956.T,20,NO_NEXT_TRADING_DAY,fixed holding period cannot yet be evaluated
2026-09-25,7956.T,40,NO_NEXT_TRADING_DAY,fixed holding period cannot yet be evaluated
2026-09-25,7956.T,50,NO_NEXT_TRADING_DAY,fixed holding period cannot yet be evaluated
2026-09-25,7956.T,60,NO_NEXT_TRADING_DAY,fixed holding period cannot yet be evaluated
2026-09-25,9031.T,5,NO_NEXT_TRADING_DAY,fixed holding period cannot yet be evaluated
2026-09-25,9031.T,10,NO_NEXT_TRADING_DAY,fixed holding period cannot yet be evaluated
2026-09-25,9031.T,20,NO_NEXT_TRADING_DAY,fixed holding period cannot yet be evaluated
2026-09-25,9031.T,40,NO_NEXT_TRADING_DAY,fixed holding period cannot yet be evaluated
2026-09-25,9031.T,50,NO_NEXT_TRADING_DAY,fixed holding period cannot yet be evaluated
2026-09-25,9031.T,60,NO_NEXT_TRADING_DAY,fixed holding period cannot yet be evaluated
